 ;Timmätt förbr;Timmätt förbr;Timmätt förbr;Timmätt förbr;Ospec.;Ospec.;Ospec.;Ospec.;Avkopplingsb.;Avkopplingsb.;Avkopplingsb.;Avkopplingsb.;Ospec. ;Ospec. ;Ospec. ;Ospec. ;Vattenkraft ;Vattenkraft ;Vattenkraft ;Vattenkraft ;Vindkraft;Vindkraft;Vindkraft;Vindkraft;Kärnkraft;Värmekraft;Värmekraft;Värmekraft;Värmekraft;Gast./diesel;Gast./diesel;Gast./diesel;Gast./diesel;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Solkraft;Solkraft;Solkraft;Solkraft
3.1.2017 19:00;-892;-1 233;-6 561;-1 607;-3.19;-0.60;-96.27;0.00;-8.58;-6.36;-103.92;-1.70;0.00;0.00;0.00;0.18;2294;3771;842;99;173.7;1093;1422;1363;9101;40.4;158.5;940;243;0.00;0.02;0.31;0.33;-406;-843;-5 663;-1 787;-36.7;-64.9;-441.3;-130.4;0.000;0.015;0.019;0.009
3.1.2017 20:00;-884;-1 207;-6 412;-1 546;-3.26;-0.52;-91.05;0.00;-8.77;-5.96;-103.44;-1.52;0.00;0.00;0.00;0.18;1786;3051;724;96;168.4;1110;1438;1387;9101;40.4;160.6;949;255;0.00;0.01;0.23;0.31;-398;-816;-5 440;-1 714;-36.0;-62.8;-423.8;-124.9;0.000;0.018;0.023;0.012
3.1.2017 21:00;-885;-1 195;-6 223;-1 483;-3.29;-0.47;-87.72;0.00;-8.70;-5.46;-98.51;-1.51;0.00;0.00;0.00;0.18;1361;2437;640;95;192.4;1084;1444;1401;9103;40.0;165.1;949;265;0.00;0.03;0.35;0.33;-387;-784;-5 160;-1 633;-35.0;-60.4;-401.7;-118.9;0.000;0.016;0.018;0.007
3.1.2017 22:00;-849;-1 186;-5 953;-1 431;-3.30;-0.20;-97.26;0.00;-9.00;-5.33;-88.18;-1.32;0.00;0.00;0.00;0.17;1201;2013;587;88;207.9;1133;1495;1367;9102;40.4;159.0;920;269;0.00;0.02;0.40;0.29;-372;-744;-4 815;-1 533;-33.7;-57.4;-374.7;-111.5;0.000;0.017;0.022;0.008
3.1.2017 23:00;-843;-1 176;-5 808;-1 375;-3.16;-0.14;-85.55;0.00;-5.02;-5.02;-75.71;-1.19;0.00;0.00;0.00;0.18;1043;1675;590;85;210.9;1158;1406;1346;9103;40.6;155.9;929;272;0.00;0.02;0.41;0.28;-355;-703;-4 455;-1 426;-32.2;-54.3;-346.5;-103.5;0.000;0.013;0.030;0.008
4.1.2017 0:00;-822;-1 171;-5 652;-1 327;-3.12;-0.40;-79.95;0.00;-2.50;-5.09;-74.54;-1.40;0.00;0.00;0.00;0.18;1112;1661;636;72;214.8;1130;1354;1347;9108;38.7;156.7;933;275;0.00;0.02;0.40;0.30;-347;-674;-4 208;-1 359;-31.5;-52.0;-327.1;-98.6;0.000;0.009;0.035;0.008
4.1.2017 1:00;-822;-1 168;-5 557;-1 313;-3.19;-0.30;-42.82;0.00;-2.58;-5.36;-69.82;-1.28;0.00;0.00;0.00;0.17;1081;1556;615;67;208.2;1197;1466;1352;9108;38.6;156.7;919;276;0.00;0.01;0.43;0.30;-344;-664;-4 093;-1 327;-31.2;-51.3;-318.1;-96.1;0.000;0.008;0.041;0.006
4.1.2017 2:00;-792;-1 187;-5 488;-1 305;-3.13;-0.19;-39.24;0.00;-4.33;-5.85;-62.87;-1.24;0.00;0.00;0.00;0.18;1086;1479;604;74;210.8;1201;1559;1354;9109;39.4;153.7;896;281;0.00;0.03;0.44;0.31;-347;-664;-4 061;-1 315;-31.5;-51.3;-315.5;-95.2;0.000;0.008;0.037;0.007
4.1.2017 3:00;-795;-1 187;-5 491;-1 297;-2.86;-0.29;-85.28;0.00;-6.99;-5.83;-62.80;-1.20;0.00;0.00;0.00;0.19;1081;1463;604;81;202.6;1235;1588;1286;9108;40.1;154.1;874;284;0.00;0.02;0.42;0.28;-356;-673;-4 075;-1 312;-32.2;-52.0;-316.4;-95.0;0.000;0.006;0.037;0.008
4.1.2017 4:00;-801;-1 198;-5 578;-1 318;-2.70;-0.15;-78.73;0.00;-8.29;-5.55;-64.03;-1.30;0.00;0.00;0.00;0.19;1058;1582;597;82;219.3;1153;1589;1218;9105;40.0;164.3;886;285;0.00;0.02;0.40;0.25;-369;-691;-4 149;-1 326;-33.4;-53.4;-322.2;-95.9;0.000;0.001;0.031;0.005
4.1.2017 5:00;-842;-1 223;-5 872;-1 421;-2.67;-0.24;-70.36;0.00;-8.37;-6.70;-63.67;-1.75;0.00;0.00;0.00;0.18;1163;2076;646;84;220.3;1115;1592;1156;9106;40.0;165.9;895;287;0.00;0.02;0.38;0.22;-386;-723;-4 337;-1 382;-34.8;-55.8;-336.5;-100.1;0.000;0.004;0.028;0.009
4.1.2017 6:00;-886;-1 299;-6 538;-1 638;-2.82;-0.41;-89.82;0.00;-8.94;-6.64;-69.23;-1.58;0.00;0.00;0.00;0.16;1483;2923;705;107;193.5;1107;1548;1205;9106;40.0;169.1;918;297;0.00;0.01;0.35;0.19;-405;-759;-4 631;-1 494;-36.3;-58.5;-359.1;-108.3;0.000;0.001;0.030;0.011
4.1.2017 7:00;-916;-1 361;-7 180;-1 882;-2.92;-0.48;-88.61;0.00;-4.88;-7.22;-69.70;-1.49;0.00;0.00;0.00;0.15;1792;3504;797;129;157.7;977;1533;1281;9100;39.7;170.1;936;294;0.09;0.02;0.26;0.16;-416;-783;-4 886;-1 594;-37.4;-60.4;-379.2;-115.7;0.000;0.000;0.028;0.010
4.1.2017 8:00;-930;-1 393;-7 481;-1 955;-2.97;-0.57;-82.35;0.00;-5.10;-7.35;-83.34;-0.93;0.00;0.00;0.00;0.13;1757;4026;868;139;146.5;938;1552;1266;9100;35.6;172.1;955;290;0.00;0.01;0.21;0.14;-429;-806;-5 056;-1 656;-38.5;-62.3;-392.8;-120.4;0.000;0.000;0.023;0.017
4.1.2017 9:00;-946;-1 396;-7 426;-1 948;-3.06;-0.48;-100.16;0.00;-8.64;-7.31;-81.55;-1.44;0.00;0.00;0.00;0.06;2091;4303;917;144;128.0;976;1480;1200;9098;32.9;173.6;958;279;0.13;0.02;0.29;0.15;-434;-810;-5 133;-1 687;-39.0;-62.6;-399.3;-122.6;0.000;0.000;0.067;0.046
4.1.2017 10:00;-935;-1 414;-7 524;-1 975;-2.90;-0.47;-102.15;0.00;-19.15;-5.41;-83.43;-1.61;0.00;0.00;0.00;0.12;2365;4571;943;144;99.2;894;1455;1172;9098;33.3;174.2;945;282;0.00;0.01;6.11;0.19;-443;-821;-5 253;-1 717;-39.8;-63.4;-408.8;-124.8;0.000;0.000;0.457;0.156
4.1.2017 11:00;-952;-1 394;-7 707;-1 958;-2.93;-0.57;-100.41;0.00;-26.99;-5.73;-86.71;-1.29;0.00;0.00;0.00;0.13;2610;4743;961;145;98.7;870;1384;1198;9100;35.0;176.5;975;281;0.42;0.01;14.89;0.20;-451;-835;-5 335;-1 740;-40.4;-64.4;-415.5;-126.6;0.000;0.003;0.987;0.438
4.1.2017 12:00;-958;-1 413;-7 659;-1 929;-2.87;-0.58;-131.64;0.00;-16.66;-6.45;-87.45;-1.23;0.00;0.00;0.00;0.13;2648;5021;998;145;101.7;762;1357;1172;9094;33.8;176.5;967;305;0.47;0.02;4.81;0.22;-455;-844;-5 422;-1 740;-40.8;-65.1;-422.4;-126.6;0.000;0.002;0.587;0.667
4.1.2017 13:00;-972;-1 431;-7 676;-1 962;-2.85;-0.50;-102.46;0.00;-8.91;-6.40;-85.55;-1.87;0.00;0.00;0.00;0.13;2678;5158;1064;147;99.9;727;1347;1102;9094;34.1;180.0;961;312;0.44;0.01;0.25;0.24;-457;-851;-5 440;-1 724;-41.0;-65.6;-423.8;-125.5;0.000;0.003;0.567;0.397
4.1.2017 14:00;-985;-1 445;-7 738;-1 966;-2.77;-0.50;-97.68;0.00;-14.42;-6.55;-108.54;-1.78;0.00;0.00;0.00;0.11;2851;5285;1150;150;110.1;623;1324;1080;9094;33.6;179.8;954;319;0.42;0.00;0.28;0.23;-470;-872;-5 519;-1 734;-42.2;-67.3;-429.9;-126.1;0.000;0.000;0.153;0.177
4.1.2017 15:00;-980;-1 447;-7 736;-1 913;-2.77;-0.56;-106.76;0.00;-25.98;-6.03;-94.02;-1.29;0.00;0.00;0.00;0.12;3441;5432;1243;166;96.0;567;1382;1109;9099;33.6;174.2;938;318;0.42;0.01;6.12;0.17;-487;-930;-5 809;-1 810;-43.7;-71.8;-452.4;-131.7;0.000;0.000;0.032;0.029
4.1.2017 16:00;-958;-1 398;-7 498;-1 816;-2.85;-0.54;-106.37;0.00;-25.09;-6.59;-84.04;-1.89;0.00;0.00;0.00;0.13;3764;5614;1266;180;93.1;506;1414;1147;9093;33.8;173.3;937;313;0.43;0.00;0.67;0.28;-504;-980;-6 212;-1 989;-45.2;-75.6;-483.6;-144.8;0.000;0.001;0.020;0.011
4.1.2017 17:00;-958;-1 367;-7 268;-1 736;-2.88;-0.49;-111.32;0.00;-19.57;-6.29;-75.96;-2.10;0.00;0.00;0.00;0.14;3818;5789;1274;179;77.3;443;1448;1181;9093;33.7;171.7;942;311;0.43;0.00;0.23;0.27;-508;-1 000;-6 490;-2 101;-45.6;-77.1;-505.2;-152.9;0.000;0.006;0.017;0.015
4.1.2017 18:00;-937;-1 328;-7 028;-1 681;-2.94;-0.42;-105.70;0.00;-18.66;-7.04;-78.41;-2.17;0.00;0.00;0.00;0.13;3641;5547;1251;177;72.7;374;1484;1201;9092;33.4;172.0;940;309;0.42;0.00;0.24;0.30;-503;-993;-6 549;-2 110;-45.2;-76.6;-509.5;-153.6;0.000;0.005;0.018;0.009
4.1.2017 19:00;-930;-1 318;-6 874;-1 674;-2.94;-0.62;-73.04;0.00;-23.31;-6.12;-97.36;-1.95;0.00;0.00;0.00;0.16;3088;5495;1226;155;65.9;319;1409;1193;9092;33.1;171.2;932;311;0.43;0.00;0.23;0.28;-497;-983;-6 450;-2 077;-44.7;-75.7;-501.5;-151.1;0.000;0.001;0.017;0.014
4.1.2017 20:00;-920;-1 316;-6 784;-1 625;-3.15;-0.52;-74.10;0.00;-23.39;-5.36;-116.45;-1.88;0.00;0.00;0.00;0.17;2470;5019;1165;129;52.5;298;1404;1184;9094;32.1;172.4;916;312;0.43;0.00;0.23;0.31;-489;-969;-6 276;-2 029;-44.0;-74.7;-487.9;-147.5;0.000;0.007;0.021;0.013
4.1.2017 21:00;-921;-1 297;-6 552;-1 567;-3.37;-0.58;-97.00;0.00;-20.43;-4.57;-123.95;-1.99;0.00;0.00;0.00;0.18;2201;4367;907;104;45.0;255;1408;1113;9095;32.0;172.1;928;314;0.41;0.01;0.24;0.32;-480;-953;-6 055;-1 966;-43.2;-73.5;-470.5;-142.8;0.000;0.011;0.020;0.012
4.1.2017 22:00;-905;-1 292;-6 351;-1 503;-3.36;-0.36;-97.73;0.00;-18.18;-4.33;-140.52;-1.93;0.00;0.00;0.00;0.17;1939;3757;814;89;51.6;241;1317;1078;9095;32.0;167.7;925;315;0.42;0.01;0.24;0.30;-472;-931;-5 805;-1 891;-42.4;-71.9;-450.7;-137.1;0.000;0.009;0.020;0.011
4.1.2017 23:00;-891;-1 264;-6 179;-1 451;-3.32;-0.47;-78.14;0.00;-14.22;-4.03;-138.79;-1.79;0.00;0.00;0.00;0.17;1463;3267;737;73;66.4;253;1285;1022;9095;31.6;165.3;922;313;0.40;0.00;0.24;0.29;-460;-906;-5 523;-1 805;-41.4;-70.0;-428.4;-130.7;0.000;0.016;0.016;0.010
5.1.2017 0:00;-875;-1 243;-5 995;-1 414;-3.20;-0.49;-83.14;0.00;-13.21;-4.43;-156.58;-1.85;0.00;0.00;0.00;0.17;1193;2774;672;60;85.3;268;1284;958;9096;30.7;168.6;925;309;0.40;0.02;0.25;0.30;-453;-890;-5 312;-1 754;-40.7;-68.7;-411.9;-126.9;0.000;0.006;0.014;0.010
5.1.2017 1:00;-873;-1 238;-5 967;-1 397;-3.33;-0.52;-86.11;0.00;-19.10;-4.93;-158.92;-1.78;0.00;0.00;0.00;0.17;1225;2594;668;59;107.7;287;1252;968;9096;29.6;168.3;894;308;0.41;0.02;0.26;0.27;-452;-888;-5 242;-1 740;-40.7;-68.7;-406.4;-125.8;0.000;0.006;0.014;0.010
5.1.2017 2:00;-866;-1 239;-5 956;-1 385;-3.27;-0.50;-64.38;0.00;-14.59;-4.72;-159.64;-1.81;0.00;0.00;0.00;0.16;1273;2859;698;58;104.3;309;1206;951;9097;28.7;167.2;887;306;0.42;0.02;0.26;0.27;-456;-901;-5 250;-1 753;-41.0;-69.6;-406.9;-126.6;0.000;0.001;0.014;0.009
5.1.2017 3:00;-846;-1 256;-5 969;-1 391;-3.27;-0.60;-95.17;0.00;-23.60;-5.86;-123.91;-1.36;0.00;0.00;0.00;0.17;1295;2943;722;58;108.2;327;1138;935;9098;26.4;164.6;863;308;0.42;0.04;0.26;0.26;-464;-920;-5 313;-1 769;-41.7;-71.1;-411.7;-127.7;0.000;0.000;0.013;0.011
5.1.2017 4:00;-851;-1 273;-6 006;-1 424;-3.36;-0.37;-116.83;0.00;-19.92;-7.22;-118.93;-1.81;0.00;0.00;0.00;0.17;1486;3126;754;62;115.9;316;1080;911;9094;25.7;167.7;868;310;0.41;0.01;0.27;0.26;-472;-946;-5 417;-1 800;-42.4;-73.0;-419.7;-130.0;0.000;0.000;0.016;0.008
5.1.2017 5:00;-885;-1 313;-6 316;-1 523;-3.38;-0.58;-70.36;0.00;-16.23;-9.48;-146.32;-2.06;0.00;0.00;0.00;0.17;2179;3573;886;65;112.2;309;997;869;9094;27.7;168.3;882;327;0.41;0.03;0.27;0.24;-485;-979;-5 614;-1 871;-43.4;-75.6;-434.9;-135.0;0.000;0.000;0.014;0.009
5.1.2017 6:00;-928;-1 410;-6 991;-1 738;-3.46;-0.54;-119.13;0.00;-9.81;-10.36;-164.50;-1.76;0.00;0.00;0.00;0.15;3409;4346;1239;84;129.7;256;968;966;9095;29.5;167.9;951;328;0.40;0.02;0.24;0.19;-496;-1 015;-5 909;-1 988;-44.3;-78.3;-457.9;-143.6;0.000;0.000;0.016;0.009
5.1.2017 7:00;-971;-1 485;-7 527;-1 943;-3.52;-0.44;-96.36;0.00;-11.45;-10.98;-166.25;-1.72;0.00;0.00;0.00;0.13;3960;5576;1459;122;143.3;233;939;961;9096;26.3;167.0;1045;328;0.40;0.01;0.23;0.14;-504;-1 043;-6 201;-2 103;-45.0;-80.5;-480.8;-152.1;0.000;0.000;0.017;0.009
5.1.2017 8:00;-992;-1 494;-7 805;-2 057;-3.48;-0.63;-96.43;0.00;-18.93;-9.31;-187.26;-1.79;0.00;0.00;0.00;0.01;4298;6349;1459;159;141.8;235;879;946;9097;7.9;165.0;1034;324;0.32;0.02;0.23;0.15;-513;-1 071;-6 410;-2 176;-45.8;-82.6;-497.1;-157.4;0.000;0.000;0.018;0.020
5.1.2017 9:00;-999;-1 491;-7 809;-2 049;-3.59;-0.45;-120.13;0.00;-29.16;-8.66;-178.54;-1.83;0.00;0.00;0.00;0.07;4415;6341;1458;172;123.2;202;835;889;9097;7.5;165.3;1034;322;0.30;0.01;0.25;0.16;-516;-1 083;-6 524;-2 206;-46.1;-83.5;-506.2;-159.8;0.000;0.000;0.137;0.372
5.1.2017 10:00;-988;-1 506;-7 887;-2 061;-3.56;-0.53;-111.19;0.00;-28.83;-8.83;-163.06;-1.03;0.00;0.00;0.00;0.01;4468;6414;1490;177;118.4;149;651;849;9099;11.1;164.6;1024;312;0.31;0.01;0.24;0.22;-522;-1 093;-6 577;-2 204;-46.5;-84.3;-510.6;-159.7;0.000;0.008;1.005;2.001
5.1.2017 11:00;-981;-1 484;-7 930;-2 033;-3.51;-0.55;-84.76;0.00;-24.04;-8.72;-146.16;-1.37;0.00;0.00;0.00;0.12;4411;6457;1569;168;123.5;122;489;850;9095;12.8;164.9;1035;312;0.30;0.01;0.23;0.23;-526;-1 091;-6 517;-2 175;-46.9;-84.1;-506.2;-157.6;0.000;0.024;1.785;2.782
5.1.2017 12:00;-994;-1 475;-7 858;-2 007;-3.56;-0.46;-105.52;0.00;-24.79;-8.73;-108.53;-1.43;0.00;0.00;0.00;0.11;4307;6423;1602;159;108.5;94;384;865;9092;10.8;164.3;1060;317;0.21;0.00;0.23;0.25;-527;-1 080;-6 437;-2 131;-47.0;-83.3;-500.3;-154.6;0.000;0.024;2.182;3.184
5.1.2017 13:00;-979;-1 471;-7 727;-1 983;-3.35;-0.55;-94.00;0.00;-26.52;-8.33;-86.38;-1.44;0.00;0.00;0.00;0.15;4102;6237;1388;156;93.6;90;327;836;9093;12.7;164.0;1082;334;0.00;0.00;0.25;0.21;-525;-1 074;-6 367;-2 095;-46.9;-82.8;-495.1;-151.9;0.000;0.011;1.739;2.447
5.1.2017 14:00;-951;-1 490;-7 684;-1 941;-3.16;-0.53;-127.83;0.00;-24.91;-8.39;-62.15;-1.42;0.00;0.00;0.00;0.10;4150;6147;1238;157;92.4;88;284;730;9098;18.8;164.4;1091;324;0.29;0.00;0.25;0.21;-536;-1 090;-6 429;-2 099;-47.9;-84.0;-499.9;-152.2;0.000;0.001;0.735;0.960
5.1.2017 15:00;-944;-1 489;-7 636;-1 913;-3.25;-0.40;-127.48;0.00;-22.13;-8.05;-52.02;-1.64;0.00;0.00;0.00;0.07;4251;6259;1444;156;75.5;98;265;666;9097;25.7;161.7;1117;331;0.30;0.00;0.24;0.16;-554;-1 146;-6 758;-2 189;-49.5;-88.3;-525.4;-158.8;0.000;0.000;0.055;0.089
5.1.2017 16:00;-930;-1 440;-7 501;-1 839;-3.31;-0.60;-90.75;0.00;-22.13;-8.22;-55.72;-1.54;0.00;0.00;0.00;0.11;4312;6401;1518;167;72.7;134;249;669;9098;29.7;165.5;1112;335;0.31;0.00;0.22;0.21;-567;-1 194;-7 283;-2 412;-50.7;-91.9;-565.8;-175.0;0.000;0.001;0.010;0.015
5.1.2017 17:00;-917;-1 409;-7 260;-1 775;-3.36;-0.44;-127.33;0.00;-24.92;-6.32;-59.94;-1.74;0.00;0.00;0.00;0.15;4363;6575;1656;175;87.8;150;221;682;9099;29.9;165.9;1112;332;0.30;0.00;1.52;0.18;-566;-1 206;-7 598;-2 537;-50.6;-92.7;-590.1;-184.1;0.000;0.003;0.010;0.013
5.1.2017 18:00;-899;-1 384;-7 085;-1 706;-3.26;-0.45;-98.97;0.00;-19.17;-8.76;-72.32;-1.95;0.00;0.00;0.00;0.15;4299;6580;1693;170;112.9;235;203;651;9101;32.0;161.2;1061;326;0.30;0.00;2.29;0.21;-557;-1 187;-7 643;-2 534;-49.8;-91.3;-593.2;-183.8;0.000;0.003;0.012;0.016
5.1.2017 19:00;-886;-1 364;-6 879;-1 653;-2.95;-0.63;-119.64;0.00;-19.80;-8.32;-103.51;-1.82;0.00;0.00;0.00;0.16;4226;6542;1647;144;136.1;292;205;593;9099;33.8;162.3;1038;320;0.30;0.02;1.74;0.29;-545;-1 163;-7 519;-2 477;-48.8;-89.4;-583.4;-179.6;0.000;0.001;0.011;0.013
5.1.2017 20:00;-874;-1 306;-6 612;-1 576;-2.98;-0.45;-114.58;0.00;-13.68;-7.64;-138.36;-1.86;0.00;0.00;0.00;0.16;4263;6342;1574;126;146.7;410;230;583;9101;35.5;158.0;997;306;0.29;0.01;0.23;0.31;-536;-1 138;-7 353;-2 418;-48.0;-87.4;-570.2;-175.2;0.000;0.001;0.010;0.012
5.1.2017 21:00;-884;-1 262;-6 345;-1 519;-3.08;-0.43;-74.47;0.00;-10.46;-7.58;-154.56;-1.70;0.00;0.00;0.00;0.15;3930;5752;1500;116;192.0;464;337;562;9100;34.9;160.9;983;300;0.28;0.00;0.25;0.33;-524;-1 114;-7 168;-2 346;-46.8;-85.6;-555.5;-169.9;0.000;0.001;0.010;0.012
5.1.2017 22:00;-852;-1 279;-6 106;-1 446;-3.03;-0.54;-73.97;0.00;-10.26;-7.16;-156.90;-1.79;0.00;0.00;0.00;0.15;3658;5175;1331;89;258.9;663;445;496;9099;34.4;160.8;975;295;0.29;0.01;0.24;0.26;-511;-1 087;-6 947;-2 274;-45.7;-83.5;-538.0;-164.5;0.000;0.003;0.010;0.013
5.1.2017 23:00;-828;-1 286;-5 934;-1 397;-2.90;-0.45;-73.18;0.00;-10.15;-6.95;-161.05;-2.05;0.00;0.00;0.00;0.17;3272;4376;1190;67;307.3;818;594;464;9101;34.4;159.8;963;296;0.29;0.01;0.24;0.27;-499;-1 056;-6 697;-2 200;-44.6;-81.1;-518.3;-159.0;0.000;0.002;0.009;0.012
6.1.2017 0:00;-818;-1 265;-5 815;-1 346;-2.83;-0.51;-77.43;0.00;-10.09;-6.97;-169.57;-1.53;0.00;0.00;0.00;0.17;3282;4289;1103;54;345.6;933;679;449;9107;33.9;158.5;936;297;0.31;0.01;0.27;0.28;-489;-1 030;-6 493;-2 132;-43.6;-79.1;-502.1;-153.9;0.000;0.001;0.010;0.010
6.1.2017 1:00;-825;-1 236;-5 761;-1 332;-3.16;-0.45;-74.58;0.00;-10.10;-6.90;-183.09;-1.85;0.00;0.00;0.00;0.17;3020;3994;1041;51;362.6;1139;707;423;9110;31.7;160.6;912;293;0.31;0.01;0.27;0.28;-486;-1 020;-6 395;-2 110;-43.2;-78.3;-494.3;-152.3;0.000;0.001;0.008;0.012
6.1.2017 2:00;-819;-1 219;-5 665;-1 316;-3.19;-0.47;-77.34;0.00;-14.32;-6.88;-188.84;-1.98;0.00;0.00;0.00;0.16;2425;3778;946;49;390.2;1182;748;365;9110;31.3;166.1;911;268;0.30;0.02;0.27;0.23;-483;-1 015;-6 365;-2 076;-42.9;-77.9;-491.7;-149.0;0.000;0.000;0.007;0.009
6.1.2017 3:00;-826;-1 235;-5 626;-1 301;-3.16;-0.58;-62.78;0.00;-16.60;-7.53;-167.58;-2.03;0.00;0.00;0.00;0.16;2223;3731;853;49;424.5;1198;824;323;9108;33.0;166.5;916;267;0.30;0.01;0.26;0.22;-485;-1 018;-6 372;-2 085;-43.1;-78.1;-492.3;-149.5;0.000;0.000;0.007;0.009
6.1.2017 4:00;-829;-1 208;-5 642;-1 320;-3.08;-0.43;-87.05;0.00;-18.29;-7.48;-160.18;-2.07;0.00;0.00;0.00;0.16;2204;3774;854;53;424.1;1276;931;269;9107;34.0;165.6;926;264;0.30;0.01;0.26;0.20;-485;-1 025;-6 410;-2 122;-43.1;-78.7;-495.2;-152.7;0.000;0.000;0.007;0.008
6.1.2017 5:00;-836;-1 218;-5 696;-1 364;-3.08;-0.44;-97.10;0.00;-25.35;-7.09;-158.61;-1.93;0.00;0.00;0.00;0.15;2641;3905;869;53;425.3;1251;991;224;9105;33.8;166.6;930;260;0.29;0.02;0.27;0.21;-487;-1 040;-6 467;-2 152;-43.1;-79.8;-499.5;-154.7;0.000;0.000;0.008;0.007
6.1.2017 6:00;-864;-1 237;-5 966;-1 426;-3.03;-0.55;-89.38;0.00;-26.90;-7.21;-160.12;-2.05;0.00;0.00;0.00;0.16;3177;4648;946;68;406.9;1341;1134;180;9105;38.1;163.3;928;261;0.30;0.01;0.26;0.23;-487;-1 057;-6 578;-2 219;-43.2;-81.2;-508.3;-159.7;0.000;0.000;0.008;0.006
6.1.2017 7:00;-880;-1 285;-6 157;-1 501;-3.34;-0.56;-82.87;-0.66;-28.98;-7.37;-175.13;-2.09;0.00;0.00;0.00;0.16;3322;5503;994;113;421.6;1440;1244;140;9105;37.6;161.9;941;273;0.31;0.01;0.25;0.17;-485;-1 075;-6 705;-2 297;-43.0;-82.6;-518.3;-165.4;0.000;0.000;0.010;0.007
6.1.2017 8:00;-901;-1 296;-6 272;-1 524;-3.41;-0.50;-88.28;-0.91;-25.38;-7.86;-191.01;-1.67;0.00;0.00;0.00;0.16;3448;5827;992;140;433.6;1577;1361;104;9104;35.2;159.8;927;266;0.29;0.01;0.23;0.14;-486;-1 098;-6 873;-2 390;-43.2;-84.3;-531.6;-172.7;0.000;0.000;0.017;0.018
6.1.2017 9:00;-894;-1 288;-6 281;-1 534;-3.32;-0.50;-85.44;-0.92;-24.97;-8.07;-189.49;-1.41;0.00;0.00;0.00;0.14;3548;5950;998;144;444.5;1677;1381;100;9105;35.8;160.6;933;261;0.30;0.00;0.23;0.19;-483;-1 109;-7 015;-2 449;-43.0;-85.1;-543.0;-177.0;0.000;0.000;0.173;0.419
6.1.2017 10:00;-873;-1 223;-6 394;-1 523;-3.25;-0.48;-103.36;-0.78;-27.12;-8.12;-184.69;-1.26;0.00;0.00;0.00;0.15;3634;6039;985;145;469.3;1715;1368;108;9104;36.4;157.6;973;266;0.30;0.00;0.22;0.20;-484;-1 126;-7 093;-2 443;-43.1;-86.4;-549.5;-176.8;0.000;0.007;0.720;1.654
6.1.2017 11:00;-868;-1 291;-6 560;-1 522;-3.34;-0.59;-55.41;-0.82;-17.53;-8.66;-174.82;-1.81;0.00;0.00;0.00;0.15;3618;6057;978;148;482.7;1735;1320;101;9105;36.9;160.4;985;268;0.29;0.00;0.22;0.23;-478;-1 115;-6 983;-2 376;-42.6;-85.5;-541.5;-172.2;0.000;0.012;0.759;2.797
6.1.2017 12:00;-882;-1 308;-6 603;-1 508;-3.43;-0.49;-44.75;-0.81;-15.75;-10.64;-114.14;-1.56;0.00;0.00;0.00;0.15;3527;6016;1075;136;482.7;1686;1261;87;9107;37.4;162.1;981;250;0.29;0.00;0.22;0.23;-471;-1 095;-6 848;-2 289;-42.1;-84.0;-531.2;-165.9;0.000;0.011;0.735;3.046
6.1.2017 13:00;-883;-1 298;-6 606;-1 496;-3.44;-0.48;-43.27;-0.85;-23.79;-11.78;-86.70;-1.46;0.00;0.00;0.00;0.14;3451;5946;985;130;489.7;1684;1269;75;9109;48.3;164.3;993;238;0.30;0.00;0.22;0.27;-461;-1 072;-6 687;-2 215;-41.2;-82.2;-518.8;-160.6;0.000;0.005;0.423;2.032
6.1.2017 14:00;-885;-1 306;-6 607;-1 518;-3.44;-0.58;-40.47;-0.45;-16.94;-10.56;-88.01;-1.35;0.00;0.00;0.00;0.15;3473;5880;978;130;489.0;1660;1279;85;9111;49.8;156.3;1000;233;0.31;0.00;0.22;0.23;-463;-1 075;-6 652;-2 192;-41.4;-82.5;-516.3;-158.9;0.000;0.000;0.142;0.726
6.1.2017 15:00;-887;-1 335;-6 673;-1 528;-3.37;-0.42;-46.72;-0.05;-13.53;-9.95;-83.30;-1.65;0.00;0.00;0.00;0.16;3664;5984;974;119;489.0;1620;1376;125;9112;41.5;153.7;1038;235;0.31;0.02;0.21;0.20;-470;-1 108;-6 809;-2 260;-42.0;-85.1;-528.7;-163.9;0.000;0.001;0.038;0.083
6.1.2017 16:00;-884;-1 341;-6 616;-1 531;-3.30;-0.53;-52.52;-0.05;-18.81;-7.10;-73.23;-2.00;0.00;0.00;0.00;0.15;3683;5978;1017;113;491.5;1610;1481;206;9109;37.4;152.6;1069;248;0.31;0.06;0.21;0.26;-470;-1 124;-7 055;-2 463;-42.1;-86.5;-548.0;-178.7;0.000;0.000;0.012;0.011
6.1.2017 17:00;-878;-1 326;-6 539;-1 509;-3.10;-0.48;-56.60;-0.06;-12.53;-5.22;-70.50;-2.01;0.00;0.00;0.00;0.15;3641;5866;1079;103;481.7;1632;1543;291;9107;39.5;152.7;1072;254;0.30;0.06;0.21;0.23;-463;-1 107;-7 131;-2 562;-41.5;-85.2;-554.0;-185.9;0.000;0.002;0.013;0.009
